length_url,length_hostname,num_special_chars,num_digits,subdomain_count,domain_age,web_traffic,page_rank,google_index,status_encoded
51,31,102,0,2,1546,4669,2,1,1
25,18,50,0,2,5616,0,1,0,0
23,16,46,0,2,7253,943419,1,1,1
97,50,485,97,5,966,0,0,1,1
43,19,129,0,3,8661,55133,4,1,0
88,23,264,0,3,8329,950474,4,0,0
63,13,63,378,1,2622,0,4,0,0
27,16,27,27,1,1787,0,1,1,1
49,19,98,98,2,6336,16298,4,0,0
56,18,224,56,4,11785,86259,5,0,0
123,13,369,0,3,9284,2102,7,1,0
93,21,186,465,2,5118,92095,5,0,0
75,42,375,150,5,5627,0,5,1,1
65,18,130,130,2,4315,2210,5,0,0
129,26,258,1419,2,4059,99,5,0,0
61,15,183,122,3,5668,422407,5,1,0
123,21,615,123,5,4609,0,3,1,1
61,32,305,0,5,5616,0,5,1,1
107,19,214,107,2,2047,0,0,1,1
45,12,45,0,1,7858,8866,6,0,0
128,15,128,0,1,2114,0,1,1,1
28,15,28,0,1,1483,55739,2,1,0
49,17,98,49,2,2342,263173,3,1,0
79,13,237,79,3,2618,0,0,1,1
58,19,174,0,3,-1,191262,5,0,0
46,16,92,0,2,7131,12,7,0,0
79,19,316,0,4,39,0,0,1,1
65,12,65,130,1,-1,0,2,1,1
53,24,106,0,2,2332,0,0,1,1
20,13,40,0,2,5574,665462,3,0,0
57,24,285,0,5,3157,9211,5,0,0
37,22,74,0,2,7587,988,5,0,0
268,26,804,0,3,7083,17964,3,1,1
50,20,150,0,3,5625,9416529,2,1,1
44,18,88,0,2,7980,6647,6,0,0
43,34,86,0,2,5230,0,7,1,1
24,15,48,0,2,5300,66965,3,0,0
25,16,75,0,3,-1,5335,5,0,0
169,23,507,169,3,6764,417046,2,1,1
121,37,484,121,4,-1,0,1,1,1
39,17,117,0,3,7957,237963,5,1,0
45,22,135,45,3,5985,8769,4,1,1
28,13,28,0,1,1019,5973121,2,0,1
29,20,58,0,2,-1,388177,2,0,0
74,17,74,148,1,6056,41,8,0,0
27,19,54,0,2,-1,7985577,1,0,0
148,21,888,148,6,2015,5348830,1,1,1
65,15,130,195,2,9799,72,8,0,0
41,23,82,41,2,3384,0,0,1,1
135,13,135,270,1,777,0,1,1,1
30,21,60,0,2,1228,0,1,0,0
36,27,72,36,2,7142,8441470,1,1,1
80,20,160,480,2,7917,2462,6,0,0
104,28,416,104,4,1016,1211946,2,1,1
48,15,96,0,2,8350,1,10,1,0
77,15,154,0,2,8829,2635,6,0,0
44,17,220,44,5,724,23941,1,1,1
160,21,480,160,3,4284,0,1,1,1
80,18,160,80,2,1669,0,0,1,1
51,21,153,0,3,1974,0,1,1,1
40,14,80,40,2,6895,21804,4,0,0
32,23,64,0,2,7448,4087496,8,0,0
35,26,105,0,3,129,0,0,1,1
126,50,504,126,4,4003,5816617,0,1,1
52,27,156,0,3,-1,345695,4,1,0
124,14,372,0,3,-1,0,0,1,1
28,20,56,0,2,7030,300424,2,0,0
69,15,276,0,4,8348,1,10,0,0
126,50,504,126,4,3993,5707171,0,1,1
24,13,48,0,2,-1,441753,5,0,0
64,36,320,128,5,5626,0,5,1,1
38,12,38,0,1,960,329636,3,0,1
28,20,56,0,2,-1,0,0,0,1
66,16,132,330,2,3958,1171381,3,1,0
49,14,147,0,3,5279,0,0,0,1
27,20,54,0,2,1,0,0,1,1
37,29,74,0,2,6710,148354,5,0,0
102,15,306,102,3,9621,7902,6,0,0
43,10,43,0,1,2275,0,2,1,1
41,16,82,41,2,3893,173,10,1,0
238,15,476,0,2,241,0,0,1,1
37,18,74,0,2,2606,0,0,1,1
53,13,106,0,2,-1,6284693,2,1,1
42,16,84,0,2,8347,1,10,1,1
326,19,1956,1956,6,82,9795924,0,1,1
20,13,40,0,2,7546,519553,4,0,0
55,17,165,0,3,7431,194,7,0,0
34,9,34,0,1,-1,8262038,2,0,1
127,50,508,127,4,4003,5816617,0,1,1
63,15,126,126,2,1109,0,0,1,1
43,16,129,0,3,7133,12,7,0,0
32,23,64,0,2,2660,6841,5,0,0
46,18,138,0,3,-1,1755444,0,1,0
64,18,128,192,2,6653,53692,4,0,0
44,25,220,0,5,5613,0,5,1,1
47,20,141,0,3,8045,2580,6,0,0
48,27,144,0,3,3014,433561,4,1,1
27,18,54,0,2,6207,183608,4,0,0
36,17,36,0,1,240,0,0,1,1
58,16,174,58,3,3849,21963,5,1,0
30,22,60,0,2,7295,0,5,1,1
105,37,315,105,3,397,0,0,1,1
24,15,48,24,2,2486,0,1,0,0
37,21,74,0,2,7634,54115,6,1,1
54,19,162,0,3,9044,3332,6,1,0
26,18,52,0,2,7241,0,5,0,0
67,13,134,201,2,6686,611641,5,1,0
157,21,628,785,4,-1,0,0,1,1
78,32,234,156,3,3447,29037,4,0,0
87,31,348,348,4,7445,381,8,1,0
24,17,48,0,2,933,3334734,0,0,0
213,24,639,0,3,5669,0,0,1,1
56,47,224,0,4,5616,0,5,1,1
58,18,174,0,3,-1,0,2,1,1
30,21,60,0,2,4317,696542,3,0,0
100,24,300,100,3,6323,2131372,5,0,0
83,21,166,664,2,6261,524,7,0,0
46,23,92,92,2,8225,195768,5,0,0
164,16,492,164,3,4508,10462889,2,1,1
41,25,82,0,2,1338,22211,6,1,1
45,19,135,0,3,-2,55590,3,0,0
39,25,78,0,2,1338,22211,6,1,1
43,25,86,0,2,7081,56465,5,0,0
60,21,60,240,1,2700,125151,3,0,0
907,29,5442,9070,6,1037,13295,2,1,1
32,24,96,32,3,8094,3612,4,1,1
88,27,440,0,5,2369,0,0,1,1
24,16,48,0,2,3229,7969012,2,0,0
59,18,118,118,2,5225,137,8,0,0
30,15,30,30,1,-2,1373136,3,0,0
48,25,192,0,4,3718,4166420,3,1,1
49,13,147,0,3,2290,132459,4,0,1
43,25,129,0,3,1338,22211,6,1,1
35,26,70,35,2,2837,0,2,1,1
28,19,56,0,2,3781,548255,3,0,0
88,20,264,440,3,5857,199672,5,1,0
22,15,22,0,1,4798,10594830,2,0,0
61,15,122,0,2,9156,65,8,1,1
29,20,58,0,2,7298,0,5,0,0
60,16,120,0,2,8348,1,10,1,1
43,19,86,0,2,5028,0,0,1,1
77,20,154,385,2,2221,159227,4,0,0
30,15,30,30,1,-1,0,0,1,1
33,15,66,0,2,9874,49465,5,1,0
15,4,15,0,1,-1,0,4,1,1
45,18,135,0,3,3103,1923759,4,1,0
52,18,104,0,2,8752,137928,5,0,0
116,42,464,0,4,3992,5697976,0,1,1
51,24,102,0,2,7192,0,2,1,1
43,18,86,0,2,9201,684,6,0,0
27,18,54,27,2,6910,121389,5,0,0
78,44,390,234,5,5627,0,5,1,1
122,46,610,0,5,3993,5707171,0,1,1
21,13,42,0,2,3902,544866,3,0,0
29,20,58,0,2,1338,22211,6,1,1
111,24,222,111,2,7053,2073867,1,1,1
79,22,237,237,3,6322,3954957,5,1,0
82,16,164,0,2,7840,3993,5,0,0
27,18,54,0,2,-1,7831534,3,0,0
45,17,90,0,2,12560,13786,6,0,0
128,14,256,512,2,276,0,0,1,1
73,28,146,146,2,7446,0,8,0,0
51,27,255,51,5,7,0,0,1,1
42,11,84,0,2,-1,212428,5,1,0
29,20,58,0,2,1350,19840,6,1,1
62,17,248,0,4,-1,124276,0,0,1
75,35,150,225,2,7620,2205,5,0,0
41,17,82,0,2,6429,615,5,0,0
81,17,243,0,3,4778,60941,5,0,0
56,19,168,0,3,5311,0,2,1,1
77,22,77,0,1,3426,6045690,1,1,1
84,16,168,84,2,8347,1,10,1,1
50,18,100,0,2,6071,14479,5,0,0
31,23,62,0,2,2610,3214269,4,0,0
127,50,508,127,4,3992,5697976,0,1,1
77,23,77,0,1,5767,0,2,1,1
55,28,165,165,3,5075,47957,4,0,0
35,21,70,0,2,76,0,0,1,1
30,23,60,0,2,7295,0,5,1,1
41,10,41,41,1,4673,90,9,0,0
94,28,282,94,3,1016,1211946,2,1,1
37,22,74,0,2,7587,994,5,0,0
38,13,38,38,1,4370,0,0,1,1
55,22,110,110,2,7965,394388,4,0,0
52,27,156,52,3,3862,37627,3,0,0
43,18,129,43,3,7129,12,7,1,0
47,14,94,47,2,9095,4199,6,0,0
31,18,62,0,2,5158,0,8,0,0
20,13,40,0,2,7670,606148,4,0,0
40,31,120,40,3,8195,8063233,4,1,1
22,15,44,0,2,5158,0,8,0,0
23,14,46,0,2,711,2046137,2,0,1
38,18,76,0,2,9205,690,6,0,0
54,15,162,0,3,10616,76836,5,0,0
39,31,78,78,2,-1,77586,1,1,1
50,15,100,150,2,5887,184,6,0,0
25,16,50,0,2,8707,144051,5,0,0
28,21,56,0,2,6170,567796,3,1,1
74,19,148,222,2,-1,627147,5,0,0
39,17,39,0,1,-1,0,0,1,1
22,14,44,0,2,-1,141247,1,0,0
31,19,62,31,2,7053,4510133,2,0,0
58,20,116,116,2,6195,84404,5,1,0
50,16,50,0,1,1791,58549,5,0,0
33,25,66,66,2,49,0,0,1,1
30,10,60,30,2,3251,421761,4,0,1
32,14,64,0,2,-1,0,1,1,1
33,12,66,0,2,2416,0,2,1,1
64,14,128,0,2,4916,19476,5,0,0
41,32,82,0,2,1546,4669,2,1,1
87,18,609,0,7,7647,6630238,2,0,1
76,49,304,380,4,5451,74,4,1,1
54,26,162,0,3,7296,0,5,1,1
31,14,31,0,1,3572,0,0,1,1
70,14,140,0,2,-1,7596860,0,0,1
113,17,565,113,5,4609,0,3,1,1
30,22,60,0,2,7621,69638,5,0,0
92,22,184,92,2,-1,0,1,1,1
51,11,153,51,3,7498,23235,5,0,0
42,25,84,0,2,2313,2158898,2,0,0
32,24,64,0,2,258,0,0,0,1
77,23,77,0,1,5767,0,2,1,1
45,21,90,45,2,5401,92750,5,0,0
30,18,60,0,2,5180,17109,6,0,0
48,17,96,96,2,9639,149,7,1,0
74,14,222,0,3,-1,86381,5,1,1
74,13,148,518,2,7419,285,7,0,0
25,16,50,0,2,1334,264328,2,1,0
47,29,94,0,2,713,0,1,1,0
32,11,64,0,2,3630,209150,4,0,0
48,36,96,144,2,7296,0,5,1,1
74,17,148,0,2,-1,326702,2,1,1
51,43,153,102,3,3243,0,0,1,1
56,16,112,0,2,2388,1625,6,1,0
29,20,58,0,2,1336,20989,6,1,1
48,17,144,0,3,9958,18466,5,0,0
46,15,92,138,2,5883,181,6,0,0
169,17,169,169,1,-1,0,1,1,1
38,22,76,38,2,7584,969,5,0,0
47,21,94,47,2,767,0,2,1,1
108,20,324,0,3,866,2164987,1,1,1
26,17,52,0,2,7448,3850251,2,0,0
84,6,252,0,3,-1,24,9,0,1
55,16,110,0,2,7131,12,7,0,0
39,30,78,39,2,190,0,2,1,1
27,19,54,0,2,7396,57498,4,0,0
16,8,16,0,1,-1,10507,4,0,0
44,21,132,0,3,7284,854720,4,0,0
29,11,29,29,1,-1,0,1,1,0
27,19,54,27,2,-1,0,0,0,0
40,24,80,0,2,1527,0,0,1,1
28,19,56,0,2,3993,198861,3,0,0
30,21,60,0,2,7295,0,5,0,1
125,50,500,125,4,3992,5697976,0,1,1
21,11,21,0,1,3255,0,2,1,1
248,14,496,0,2,7816,0,2,1,1
40,19,40,0,1,295,0,0,1,1
64,22,128,192,2,3898,289375,5,0,0
77,27,154,231,2,7618,2188,5,0,0
43,25,86,0,2,1338,22211,6,1,1
62,19,124,0,2,3753,0,1,1,1
32,8,32,0,1,1101,4440,6,1,1
18,10,36,0,2,-1,14881,5,0,0
95,13,285,95,3,630,0,2,1,1
49,30,147,0,3,5160,18406,5,1,1
98,13,196,1274,2,7423,289,7,0,0
268,13,1876,268,7,7105,6364958,3,1,1
101,18,404,101,4,177,0,0,1,1
21,13,21,0,1,-2,0,0,0,1
24,15,48,0,2,4796,621566,3,0,0
37,16,74,0,2,7131,12,7,0,0
246,15,492,0,2,241,0,0,1,1
77,26,154,0,2,1612,4645834,2,1,1
39,26,117,0,3,3792,281042,3,1,1
33,16,66,0,2,8520,8,10,0,0
33,26,66,0,2,7295,0,5,1,1
34,15,34,0,1,2215,0,0,1,1
242,19,3388,0,14,8347,1,10,0,1
38,29,76,0,2,7296,0,5,1,1
36,29,72,36,2,5161,0,8,0,0
39,31,156,0,4,-1,0,1,0,1
55,16,110,0,2,7131,12,7,0,0
81,25,243,81,3,-1,183866,4,1,0
20,13,40,0,2,-1,9161487,0,0,0
54,31,108,54,2,2132,17515,4,1,0
81,19,162,0,2,535,7375648,1,1,1
38,30,76,38,2,-1,77586,1,1,1
45,18,90,90,2,8407,128482,5,1,0
94,27,188,0,2,4152,4785364,3,1,1
52,17,104,52,2,1369,3006508,1,1,1
79,13,158,474,2,2394,4120,5,1,0
35,26,140,0,4,5626,5064421,5,1,1
40,32,80,0,2,7298,2293234,5,0,0
37,20,111,0,3,-1,0,3,1,1
33,22,66,0,2,-1,0,0,1,1
22,13,44,0,2,-1,678288,3,0,0
16,4,16,0,1,-1,1590047,6,1,1
57,21,114,0,2,3318,0,0,1,1
123,30,246,246,2,8019,0,4,1,1
114,18,228,1254,2,3957,3230,4,0,0
77,14,385,77,5,-1,0,0,1,1
32,23,64,0,2,7295,0,5,1,1
27,18,54,0,2,2241,4289979,3,0,0
72,31,144,144,2,7619,2192,5,0,0
35,27,70,0,2,3103,0,4,0,1
83,22,249,0,3,6741,32679,2,1,1
40,21,80,0,2,8269,2249603,4,0,0
29,21,58,29,2,2920,0,4,0,0
36,15,72,0,2,1973,0,1,1,1
42,14,126,0,3,7159,2320,3,0,0
32,24,64,0,2,1101,0,0,0,1
49,21,49,49,1,2,0,0,1,1
23,15,46,0,2,1536,3790904,1,0,0
74,18,148,370,2,4489,2889,5,0,0
21,7,21,0,1,1132,3806966,3,0,1
142,20,426,284,3,-1,7049181,0,1,1
165,21,660,825,4,-1,0,0,1,1
69,33,138,69,2,936,0,0,1,1
50,32,100,0,2,5,0,0,1,1
92,31,460,0,5,-1,0,2,1,1
85,17,170,340,2,11801,2032,6,1,0
41,16,82,0,2,7133,12,7,0,0
78,24,234,156,3,5876,1079265,3,0,0
35,27,70,0,2,-1,2584351,2,1,1
20,11,40,0,2,4931,409975,3,0,0
36,15,72,36,2,6608,0,3,1,1
58,26,116,116,2,9054,1644,7,1,0
119,12,476,238,4,798,0,0,1,1
99,15,198,0,2,8345,1,10,1,1
51,11,102,0,2,6392,0,3,1,1
17,8,17,0,1,-1,3426171,5,0,0
35,27,70,0,2,7298,0,5,0,0
72,13,144,0,2,3478,26341,5,1,1
26,19,52,0,2,2683,0,2,0,0
36,25,72,0,2,6258,689,6,0,0
113,23,339,0,3,8019,0,4,1,1
26,18,52,0,2,819,0,2,1,1
76,29,380,0,5,5842,695199,1,1,1
56,20,112,56,2,529,0,0,1,1
98,16,196,196,2,8348,1,10,0,1
70,13,140,350,2,6991,8824,5,0,0
82,22,164,0,2,322,129432,0,1,1
33,25,66,0,2,7297,0,5,0,0
24,15,48,0,2,3396,3049386,3,0,0
132,16,396,0,3,7764,32,5,0,1
38,25,76,0,2,1338,22211,6,1,1
27,11,27,0,1,3006,2068080,2,1,1
44,24,132,44,3,8094,3652,4,1,1
26,18,52,0,2,1938,2636665,4,0,0
25,10,25,0,1,2139,309382,7,1,1
24,17,24,0,1,-1,0,2,0,0
46,29,138,0,3,42,0,0,1,1
35,26,70,35,2,2837,0,2,1,1
34,25,102,0,3,3497,4177140,2,0,0
19,11,19,0,1,143,0,0,1,1
42,24,126,84,3,4103,0,1,1,1
54,22,162,0,3,-1,0,2,1,1
166,21,498,166,3,35,2182476,0,1,1
58,14,174,174,3,2686,0,3,1,1
342,16,1368,2736,4,7489,376,7,0,1
50,19,100,150,2,2459,196497,5,0,0
21,14,42,0,2,3820,0,1,0,0
71,29,284,142,4,7446,383,8,0,0
36,17,72,0,2,6302,0,2,1,1
164,17,492,820,3,-1,0,0,1,1
80,47,400,0,5,5627,0,5,1,1
96,27,288,192,3,2616,0,0,1,1
94,21,282,282,3,778,7054782,2,1,1
55,14,110,0,2,1794,0,0,1,1
26,13,52,0,2,4706,1542,4,0,0
83,18,166,83,2,8079,22287,5,1,0
35,24,35,0,1,1046,0,0,1,1
43,26,86,0,2,2344,237648,2,1,0
126,50,504,126,4,3993,5707171,0,1,1
110,29,440,330,4,3327,0,1,1,1
155,15,465,0,3,2414,0,1,1,1
78,34,156,234,2,7062,491854,1,1,1
66,30,132,66,2,507,0,0,1,1
89,16,178,89,2,605,0,2,1,1
32,23,64,0,2,5613,0,5,1,1
57,26,114,0,2,9,0,0,0,1
243,25,486,972,2,2314,0,1,1,1
38,9,38,0,1,-1,0,0,1,1
61,29,305,61,5,5615,0,5,1,1
23,15,46,0,2,9438,9638228,4,0,0
36,28,108,0,3,-1,0,2,0,0
115,22,345,920,3,6205,39759,5,1,0
35,16,70,0,2,7134,12,7,0,0
1641,22,4923,52512,3,1328,0,0,0,1
60,20,240,0,4,-1,0,0,1,1
37,28,111,0,3,-1,1132851,3,0,0
42,12,126,0,3,-1,0,2,1,1
72,14,144,360,2,7410,2203,7,0,0
45,16,90,0,2,7134,12,7,0,0
40,20,80,0,2,4217,819732,5,1,0
56,17,56,168,1,4489,722263,5,0,0
39,22,78,0,2,385,0,0,1,1
68,13,272,0,4,-1,0,2,1,1
77,59,616,0,8,8413,0,2,1,1
45,22,45,45,1,1824,0,0,1,1
133,32,266,133,2,8019,0,4,1,1
31,23,62,0,2,2044,0,2,1,0
69,20,138,0,2,1963,5967691,3,0,1
37,29,74,74,2,6801,37348,4,0,1
74,39,222,148,3,11,0,0,1,1
41,25,123,0,3,5511,200509,1,1,1
20,11,20,0,1,-1,0,1,0,0
259,27,3885,0,15,154,0,0,1,1
33,22,33,0,1,791,0,0,1,1
43,16,86,0,2,1953,4365,3,1,1
79,14,316,79,4,5161,114,8,1,0
48,11,144,48,3,-1,340,7,0,0
271,25,3794,271,14,531,0,0,1,1
106,17,318,106,3,4609,0,3,1,1
76,14,304,76,4,5160,114,8,1,0
31,23,93,0,3,5134,90756,3,0,1
89,37,178,445,2,7445,0,8,0,0
34,19,34,0,1,1212,0,0,1,1
55,16,110,0,2,8348,1,10,1,1
31,11,31,0,1,7793,84222,5,0,0
106,27,424,0,4,1856,0,0,1,1
127,50,508,127,4,4004,5828815,0,1,1
87,27,261,174,3,2887,0,1,1,1
32,25,64,32,2,7295,0,5,1,1
27,19,54,27,2,560,0,2,1,1
95,23,285,190,3,7431,27573,5,1,0
140,13,140,840,1,1905,0,0,1,1
128,12,896,0,7,3386,0,1,1,1
46,23,92,46,2,4424,0,0,0,1
129,25,387,387,3,7791,129860,5,0,0
17,8,17,0,1,3354,87568,3,0,0
38,30,114,0,3,834,0,0,0,1
29,21,58,29,2,1,0,0,1,1
92,27,184,184,2,8019,0,4,1,1
126,50,504,126,4,3993,5707171,0,1,1
49,29,245,0,5,1,0,0,1,1
33,25,66,0,2,5161,0,8,0,0
41,12,41,0,1,2968,6835312,3,1,0
30,22,90,0,3,-1,800711,2,0,0
29,13,87,0,3,9337,31323,4,1,0
52,22,208,52,4,13,0,0,1,1
41,24,164,0,4,-1,80476,1,1,1
57,32,114,57,2,6249,1038,7,0,0
69,17,207,138,3,8836,5999,5,0,0
38,29,76,0,2,5332,0,6,0,0
24,17,48,0,2,6032,0,2,0,0
44,19,132,0,3,-1,0,0,1,1
27,18,54,0,2,1490,1522367,1,0,0
38,16,76,38,2,-1,272458,4,0,0
67,17,201,67,3,-1,127,6,1,0
32,23,64,0,2,3335,338594,4,0,0
45,36,180,45,4,278,0,0,1,1
66,14,132,0,2,4376,0,1,1,1
52,22,156,52,3,5682,2282426,4,0,0
109,11,218,763,2,9549,5890,6,0,0
146,15,584,146,4,940,0,0,1,1
117,31,234,0,2,496,3273064,0,1,1
40,18,80,0,2,230,0,0,1,1
66,22,132,66,2,4090,0,0,1,1
66,10,66,396,1,6716,0,7,0,0
48,23,96,48,2,7838,606,6,0,0
43,20,86,0,2,6069,14592,5,0,0
128,50,512,128,4,3992,5697976,0,1,1
62,25,124,124,2,3993,17004,5,0,0
50,19,150,0,3,9554,4350,7,0,0
23,10,23,0,1,-1,9213096,0,1,1
39,24,117,39,3,1015,1196152,2,1,1
39,16,78,0,2,8348,1,10,1,1
39,17,117,0,3,681,0,0,1,1
39,31,78,0,2,4394,5585999,2,0,0
78,15,156,468,2,8620,1432,6,0,0
30,22,60,0,2,7047,0,2,0,0
57,20,114,0,2,177,0,0,1,1
45,10,90,0,2,-1,0,0,1,1
24,15,48,0,2,5224,5227935,2,0,0
66,15,264,132,4,-1,4248,5,0,0
85,19,170,595,2,4620,10598549,4,0,0
53,20,106,106,2,8836,400693,5,0,0
68,19,136,0,2,3297,0,1,1,1
37,19,37,0,1,3297,0,1,1,1
23,16,46,0,2,4245,0,0,0,0
110,20,220,0,2,523,0,0,1,1
57,14,171,57,3,-1,0,0,1,1
25,16,50,0,2,7610,153891,4,0,0
38,12,38,0,1,-2,0,0,1,1
132,16,396,0,3,7765,32,5,0,1
46,11,46,0,1,1723,9579282,2,1,1
61,24,183,0,3,2926,0,1,1,1
19,12,19,0,1,2354,860529,3,0,0
127,50,508,127,4,3993,5707171,0,1,1
126,50,504,126,4,3992,5697976,0,1,1
23,10,23,0,1,1754,0,0,0,1
85,18,170,510,2,4489,2889,5,0,0
58,28,174,0,3,3282,35086,5,1,0
21,13,42,0,2,6577,4902560,3,0,0
24,17,24,0,1,2969,1468179,3,0,0
25,16,50,0,2,6374,50463,4,0,0
26,19,78,0,3,-1,283161,5,0,0
41,15,123,0,3,-1,0,0,1,1
35,10,35,35,1,1744,0,0,1,1
58,15,174,0,3,5071,0,4,0,1
57,44,228,0,4,625,0,0,1,1
81,20,162,81,2,7267,0,1,1,1
30,21,60,30,2,3893,1486318,1,0,0
26,17,52,0,2,3459,1702679,3,0,0
46,28,184,46,4,5626,0,5,1,1
26,18,52,0,2,2649,79203,4,0,0
31,11,31,0,1,7491,63,10,0,0
55,15,165,0,3,7375,1318241,5,0,0
24,15,48,0,2,4484,10170,3,0,0
98,22,392,98,4,6198,0,1,1,1
70,19,280,70,4,-1,0,0,1,1
105,50,315,525,3,1467,0,0,1,1
31,20,31,31,1,3152,0,0,1,1
242,17,484,726,2,6608,0,2,1,1
126,50,504,126,4,3992,5697976,0,1,1
93,19,186,372,2,-1,0,3,1,0
59,42,118,0,2,7,0,0,1,1
96,20,192,768,2,190,0,0,1,1
37,29,74,74,2,165,0,0,1,1
67,21,67,0,1,3833,0,0,1,1
54,23,162,0,3,6859,656,6,0,0
31,24,62,0,2,7412,1561104,2,1,1
104,53,312,104,3,1278,0,0,1,1
27,15,54,0,2,2012,364749,3,0,0
29,14,29,0,1,-1,0,0,1,1
32,24,64,0,2,4839,696662,1,0,0
35,13,70,0,2,5779,5832,5,0,0
78,18,234,0,3,4926,1208521,4,0,0
34,26,68,0,2,4863,0,1,0,0
41,19,41,0,1,-1,0,0,1,1
26,17,52,0,2,5434,30291,4,0,0
62,15,186,62,3,-1,0,0,1,1
380,32,1520,760,4,819,0,2,1,1
31,22,62,0,2,7295,0,5,1,1
29,21,58,0,2,5166,1123904,3,0,0
21,12,21,0,1,-1,0,0,1,1
190,18,380,0,2,383,0,0,1,1
27,18,54,0,2,8601,620833,4,0,0
254,37,508,508,2,818,0,2,1,1
32,23,64,32,2,6600,4547034,4,0,0
35,27,70,0,2,6996,1063779,1,1,1
31,23,62,0,2,-1,97934,3,0,0
55,13,165,0,3,-1,28934,3,0,0
25,16,50,0,2,5687,0,1,0,0
76,12,304,152,4,5495,8277873,1,1,1
46,35,46,138,1,3633,0,0,1,1
28,19,56,0,2,4720,2575,6,0,0
78,25,156,234,2,-1,19726,4,0,0
68,12,68,340,1,5887,10549,6,0,0
68,18,136,272,2,-1,241316,4,1,0
60,16,120,0,2,8348,1,10,0,1
63,22,189,0,3,8922,309153,3,1,1
41,18,123,0,3,7800,0,5,1,1
106,18,106,954,1,5484,1105,6,0,0
28,15,56,0,2,-1,0,1,1,1
135,17,270,0,2,9339,21,5,0,1
31,11,62,0,2,3976,0,0,1,1
62,21,186,0,3,3952,3862928,4,0,0
34,8,34,34,1,-1,0,0,1,1
42,18,84,0,2,9200,685,6,0,0
118,16,590,0,5,-1,4198823,2,0,1
43,16,86,0,2,-1,101802,5,0,0
90,11,360,0,4,-1,0,2,1,1
29,21,58,29,2,3731,1404167,2,0,0
28,19,28,28,1,-1,0,3,0,0
28,20,56,0,2,3621,531663,3,0,0
31,10,31,0,1,7308,3987899,1,1,1
21,12,42,0,2,8520,3247651,5,0,0
245,15,490,0,2,241,0,0,1,1
44,16,88,0,2,8516,8,10,0,0
92,15,184,736,2,8618,1418,6,0,0
36,27,72,0,2,1950,341948,1,0,1
70,24,140,70,2,778,0,0,1,1
79,28,316,79,4,252,2602858,0,1,1
60,15,120,0,2,8830,2672,6,1,0
23,15,46,23,2,5220,673432,3,0,0
22,14,66,0,3,-1,0,0,1,1
32,23,64,0,2,1609,291680,5,0,0
43,15,86,0,2,5637,2,10,0,0
38,16,114,0,3,5185,9987254,0,1,1
44,25,88,0,2,1953,4365,3,1,1
81,11,243,486,3,6550,621523,4,1,0
67,17,201,201,3,7292,1010,6,0,0
72,36,144,72,2,7619,2192,5,0,0
77,17,77,308,1,6057,41,8,0,0
45,29,90,0,2,3378,3100263,4,1,1
23,15,46,0,2,8315,11,5,0,0
38,20,114,0,3,7736,0,2,0,0
62,24,186,124,3,1850,0,5,0,0
75,15,225,0,3,-1,31746,4,0,1
38,13,76,0,2,1899,507771,1,1,1
28,19,56,0,2,3481,3597817,3,0,0
36,27,72,0,2,2860,657678,2,0,0
40,16,40,0,1,5211,0,0,1,1
47,20,141,0,3,-1,0,3,0,0
25,16,50,0,2,-1,176808,4,0,0
34,25,68,0,2,6553,562216,4,0,0
33,25,66,0,2,1546,4669,2,1,1
128,50,512,128,4,3993,5707171,0,1,1
93,17,279,465,3,-1,127,6,0,0
46,19,92,0,2,6673,6923,5,0,0
85,10,170,170,2,3290,8177805,2,1,1
218,12,654,218,3,-1,0,0,1,1
49,17,147,0,3,7430,195,7,0,0
58,23,58,58,1,2199,0,2,1,1
135,35,270,135,2,8018,0,4,1,1
123,5,123,492,1,-1,3128738,4,1,1
43,11,86,0,2,260,0,0,1,1
98,22,294,0,3,5047,379,5,0,0
65,12,130,0,2,3489,0,0,1,1
45,29,135,0,3,1629,0,2,0,1
52,16,104,0,2,8347,1,10,0,1
45,14,135,90,3,7986,348,6,1,0
37,18,148,0,4,-1,0,0,1,1
15,6,15,0,1,3606,512753,3,0,0
36,14,72,0,2,5201,3610,6,0,0
154,38,770,308,5,5613,0,5,1,1
328,40,1968,0,6,-1,0,0,1,1
21,14,42,0,2,2607,0,2,0,0
79,71,158,158,2,-1,0,0,1,1
41,20,82,0,2,6267,0,0,1,1
34,22,34,0,1,4460,0,2,1,1
47,33,141,0,3,-1,0,1,1,1
197,14,394,0,2,1478,0,1,1,1
59,17,118,295,2,4717,6143080,3,0,0
100,14,300,300,3,11555,609,7,1,0
74,19,222,222,3,5444,0,2,1,0
41,34,82,0,2,7295,0,5,1,1
52,11,156,0,3,-1,4439212,2,1,1
99,15,198,0,2,8347,1,10,1,1
45,36,90,0,2,1577,0,0,0,0
54,16,108,0,2,6070,14420,5,0,0
43,17,129,86,3,4705,28680,4,0,0
26,17,52,0,2,4980,3768993,1,0,0
84,43,168,0,2,1278,0,0,1,1
23,15,23,23,1,-1,0,0,1,1
15,4,15,0,1,-1,0,4,1,1
53,16,106,0,2,7130,12,7,0,0
100,24,600,0,6,3018,2156460,3,1,1
56,28,112,0,2,4471,265,4,1,1
55,19,110,55,2,2750,0,1,1,1
28,20,56,28,2,2010,0,0,1,0
71,15,142,213,2,5505,59760,5,0,0
144,32,432,288,3,7086,18263,3,1,1
